type,code,name,yobi,naikei,gaikei,atsumi,company,1＝在庫表に載ってないけどある
9RWM,9RWM20204100.8,JIS磨丸座ﾕﾆｸﾛ,4,4.5,10,0.8,ユニクロ,
RWM,RWM20204100.8,JIS磨丸座ﾕﾆｸﾛ,4,4.5,10,0.8,ユニクロ,
RWM,RWM20004100.8,JIS磨丸座,4,4.5,10,0.8,生地,
RWM,RWM20304100.8,JIS磨丸座ｸﾛﾒｰﾄ,4,4.5,10,0.8,クロメート,
RWM,RWM20205120.8,JIS磨丸座ﾕﾆｸﾛ,5,5.5,12,0.8,ユニクロ,
RWM,RWM20005120.8,JIS磨丸座,5,5.5,12,0.8,生地,
9RWM,9RWM20005120.8,JIS磨丸座,5,5.5,12,0.8,生地,
RWM,RWM20305120.8,JIS磨丸座ｸﾛﾒｰﾄ,5,5.5,12,0.8,クロメート,
9RWM,9RWM20205120.8,JIS磨丸座ﾕﾆｸﾛ,5,5.5,12,0.8,ユニクロ,
RWM,RWM10305120.8,JIS磨丸座三価ｸﾛﾒｰﾄ,5,5.5,12,0.8,三価クロメート,
RWM,RWM00305161.0,磨丸座ｸﾛﾒｰﾄ,5,5.5,16,1,クロメート,
RWM,RWM00205161.0,磨丸座ﾕﾆｸﾛ,5,5.5,16,1,ユニクロ,
RWM,RWM00205201.0,磨丸座ﾕﾆｸﾛ,5,5.5,20,1,ユニクロ,
RWM,RWM00305201.0,磨丸座ｸﾛﾒｰﾄ,5,5.5,20,1,クロメート,
RWM,RWM10306131.0,JIS磨丸座三価ｸﾛﾒｰﾄ,6,6.5,13,1,三価クロメート,
RWM,RWM20006131.0,JIS磨丸座,6,6.5,13,1,生地,
RWM,RWM20206131.0,JIS磨丸座ﾕﾆｸﾛ,6,6.5,13,1,ユニクロ,
RWM,RWM00106131.0,磨丸座ﾄﾞﾌﾞ,6,6.5,13,1,ドブ,
9RWM,9RWM20006131.0,JIS磨丸座,6,6.5,13,1,生地,
9RWM,9RWM20206131.0,JIS磨丸座ﾕﾆｸﾛ,6,6.5,13,1,ユニクロ,
9RWM,9RWM10306131.0,JIS磨丸座三価ｸﾛﾒｰﾄ,6,6.5,13,1,三価クロメート,
RWM,RWM00006161.6,磨丸座,6,6.5,16,1.6,生地,
RWM,RWM00206161.6,磨丸座ﾕﾆｸﾛ,6,6.5,16,1.6,ユニクロ,
RWM,RWM00306161.6,磨丸座ｸﾛﾒｰﾄ,6,6.5,16,1.6,クロメート,
RWM,RWM10306161.6,磨丸座三価ｸﾛﾒｰﾄ,6,6.5,16,1.6,三価クロメート,
RWM,RWM20006161.6,JIS磨丸座,6,6.5,16,1.6,生地,
RWM,RWM00006201.0,磨丸座,6,6.5,20,1,生地,
RWM,RWM00206201.0,磨丸座ﾕﾆｸﾛ,6,6.5,20,1,ユニクロ,
RWM,RWM00306201.0,磨丸座ｸﾛﾒｰﾄ,6,6.5,20,1,クロメート,
RWM,RWM10306201.0,磨丸座三価ｸﾛﾒｰﾄ,6,6.5,20,1,三価クロメート,
RWM,RWM20206201.0,JIS磨丸座ﾕﾆｸﾛ,6,6.5,20,1,ユニクロ,
RWM,RWM00206221.6,磨丸座ﾕﾆｸﾛ,6,6.5,22,1.6,ユニクロ,
RWM,RWM00306221.6,磨丸座ｸﾛﾒｰﾄ,6,6.5,22,1.6,クロメート,
RWM,RWM10306221.6,磨丸座三価ｸﾛﾒｰﾄ,6,6.5,22,1.6,三価クロメート,
RWM,RWM20206221.6,JIS磨丸座ﾕﾆｸﾛ,6,6.5,22,1.6,ユニクロ,
RWM,RWM00206251.2,磨丸座ﾕﾆｸﾛ,6,6.5,25,1.2,ユニクロ,
RWM,RWM00306251.2,磨丸座ｸﾛﾒｰﾄ,6,6.5,25,1.2,クロメート,
RWM,RWM10306251.2,磨丸座三価ｸﾛﾒｰﾄ,6,6.5,25,1.2,三価クロメート,
RWM,RWM00206251.6,磨丸座ﾕﾆｸﾛ,6,6.5,25,1.6,ユニクロ,
RWM,RWM00306251.6,磨丸座ｸﾛﾒｰﾄ,6,6.5,25,1.6,クロメート,
RWM,RWM00206252.3,磨丸座ﾕﾆｸﾛ,6,6.5,25,2.3,ユニクロ,
RWM,RWM00306252.3,磨丸座ｸﾛﾒｰﾄ,6,6.5,25,2.3,クロメート,
RWM,RWM00206301.6,磨丸座ﾕﾆｸﾛ,6,6.5,30,1.6,ユニクロ,
RWM,RWM00306301.6,磨丸座ｸﾛﾒｰﾄ,6,6.5,30,1.6,クロメート,
RWM,RWM00008181.6,磨丸座,8,8.5,18,1.6,生地,
RWM,RWM10308181.6,JIS磨丸座三価ｸﾛﾒｰﾄ,8,8.5,18,1.6,三価クロメート,
RWM,RWM20008181.6,JIS磨丸座,8,8.5,18,1.6,生地,
RWM,RWM20208181.6,JIS磨丸座ﾕﾆｸﾛ,8,8.5,18,1.6,ユニクロ,
RWM,RWM20308181.6,JIS磨丸座ｸﾛﾒｰﾄ,8,8.5,18,1.6,クロメート,
RWM,RWM00208181.6,磨丸座ﾕﾆｸﾛ,8,8.5,18,1.6,ユニクロ,
RWM,RWM20108181.6,JIS磨丸座ﾄﾞﾌﾞ,8,8.5,18,1.6,ドブ,
9RWM,9RWM20008181.6,JIS磨丸座,8,8.5,18,1.6,生地,
9RWM,9RWM20208181.6,JIS磨丸座ﾕﾆｸﾛ,8,8.5,18,1.6,ユニクロ,
9RWM,9RWM20308181.6,JIS磨丸座ｸﾛﾒｰﾄ,8,8.5,18,1.6,クロメート,
9RWM,9RWM10308181.6,JIS磨丸座三価ｸﾛﾒｰﾄ,8,8.5,18,1.6,三価クロメート,
RWM,RWM00208251.6,磨丸座ﾕﾆｸﾛ,8,8.5,25,1.6,ユニクロ,
RWM,RWM10308251.6,磨丸座三価ｸﾛﾒｰﾄ,8,8.5,25,1.6,三価クロメート,
RWM,RWM00008251.6,磨丸座,8,8.5,25,1.6,生地,
RWM,RWM000010221.6,磨丸座,10,10.5,22,1.6,生地,
RWM,RWM001010221.6,磨丸座ﾄﾞﾌﾞ,10,10.5,22,1.6,ドブ,
RWM,RWM003010221.6,磨丸座ｸﾛﾒｰﾄ,10,10.5,22,1.6,クロメート,
RWM,RWM009010221.6,磨丸座,10,10.5,22,1.6,生地,
RWM,RWM103010221.6,JIS磨丸座三価ｸﾛﾒｰﾄ,10,10.5,22,1.6,三価クロメート,
RWM,RWM200010221.6,JIS磨丸座,10,10.5,22,1.6,生地,
RWM,RWM201010221.6,JIS磨丸座ﾄﾞﾌﾞ,10,10.5,22,1.6,ドブ,
RWM,RWM202010221.6,JIS磨丸座ﾕﾆｸﾛ,10,10.5,22,1.6,ユニクロ,
RWM,RWM203010221.6,JIS磨丸座ｸﾛﾒｰﾄ,10,10.5,22,1.6,クロメート,
9RWM,9RWM200010221.6,JIS磨丸座,10,10.5,22,1.6,生地,
9RWM,9RWM202010221.6,JIS磨丸座ﾕﾆｸﾛ,10,10.5,22,1.6,ユニクロ,
9RWM,9RWM203010221.6,JIS磨丸座ｸﾛﾒｰﾄ,10,10.5,22,1.6,クロメート,
9RWM,9RWM103010221.6,JIS磨丸座三価ｸﾛﾒｰﾄ,10,10.5,22,1.6,三価クロメート,
RWM,RWM000010301.6,磨丸座,10,10.5,30,1.6,生地,
RWM,RWM001010301.6,磨丸座ﾄﾞﾌﾞ,10,10.5,30,1.6,ドブ,
RWM,RWM002010301.6,磨丸座ﾕﾆｸﾛ,10,10.5,30,1.6,ユニクロ,
RWM,RWM003010301.6,磨丸座ｸﾛﾒｰﾄ,10,10.5,30,1.6,クロメート,
RWM,RWM103010301.6,磨丸座三価ｸﾛﾒｰﾄ,10,10.5,30,1.6,三価クロメート,
RWM,RWM202010301.6,JIS磨丸座ﾕﾆｸﾛ,10,10.5,30,1.6,ユニクロ,
RWM,RWM000011403.2,磨丸座,11,11,40,3.2,生地,
RWM,RWM002011403.2,磨丸座ﾕﾆｸﾛ,11,11,40,3.2,ユニクロ,
RWM,RWM003011403.2,磨丸座ｸﾛﾒｰﾄ,11,11,40,3.2,クロメート,
RWM,RWM103011403.2,磨丸座三価ｸﾛﾒｰﾄ,11,11,40,3.2,三価クロメート,
RWM,RWM000011503.2,磨丸座,11,11,50,3.2,生地,
RWM,RWM001011503.2,磨丸座ﾄﾞﾌﾞ,11,11,50,3.2,ドブ,
RWM,RWM002011503.2,磨丸座ﾕﾆｸﾛ,11,11,50,3.2,ユニクロ,
RWM,RWM103012262.3,JIS磨丸座三価ｸﾛﾒｰﾄ,12,12.5,26,2.3,三価クロメート,
RWM,RWM200012262.3,JIS磨丸座,12,12.5,26,2.3,生地,
RWM,RWM201012262.3,JIS磨丸座ﾄﾞﾌﾞ,12,12.5,26,2.3,ドブ,
RWM,RWM202012262.3,JIS磨丸座ﾕﾆｸﾛ,12,12.5,26,2.3,ユニクロ,
RWM,RWM203012262.3,JIS磨丸座ｸﾛﾒｰﾄ,12,12.5,26,2.3,クロメート,
9RWM,9RWM200012262.3,JIS磨丸座,12,12.5,26,2.3,生地,
9RWM,9RWM202012262.3,JIS磨丸座ﾕﾆｸﾛ,12,12.5,26,2.3,ユニクロ,
9RWM,9RWM203012262.3,JIS磨丸座ｸﾛﾒｰﾄ,12,12.5,26,2.3,クロメート,
9RWM,9RWM103012262.3,JIS磨丸座三価ｸﾛﾒｰﾄ,12,12.5,26,2.3,三価クロメート,
RWM,RWM103013262.3,JIS磨丸座三価ｸﾛﾒｰﾄ,13,13.5,26,2.3,三価クロメート,
RWM,RWM200013262.3,JIS磨丸座,13,13.5,26,2.3,生地,
RWM,RWM202013262.3,JIS磨丸座ﾕﾆｸﾛ,13,13.5,26,2.3,ユニクロ,
RWM,RWM203013262.3,JIS磨丸座ｸﾛﾒｰﾄ,13,13.5,26,2.3,クロメート,
9RWM,9RWM200013262.3,JIS磨丸座,13,13.5,26,2.3,生地,
9RWM,9RWM202013262.3,JIS磨丸座ﾕﾆｸﾛ,13,13.5,26,2.3,ユニクロ,
9RWM,9RWM203013262.3,JIS磨丸座ｸﾛﾒｰﾄ,13,13.5,26,2.3,クロメート,
RWM,RWM103014302.6,JIS磨丸座三価ｸﾛﾒｰﾄ,14,15,30,2.6,三価クロメート,
RWM,RWM200014302.6,JIS磨丸座,14,15,30,2.6,生地,
RWM,RWM201014302.6,JIS磨丸座ﾄﾞﾌﾞ,14,15,30,2.6,ドブ,
RWM,RWM202014302.6,JIS磨丸座ﾕﾆｸﾛ,14,15,30,2.6,ユニクロ,
RWM,RWM203014302.6,JIS磨丸座ｸﾛﾒｰﾄ,14,15,30,2.6,クロメート,
9RWM,9RWM200014302.6,JIS磨丸座,14,15,30,2.6,生地,
9RWM,9RWM202014302.6,JIS磨丸座ﾕﾆｸﾛ,14,15,30,2.6,ユニクロ,
9RWM,9RWM203014302.6,JIS磨丸座ｸﾛﾒｰﾄ,14,15,30,2.6,クロメート,
RWM,RWM002014302.6,磨丸座ﾕﾆｸﾛ,14,15,30,2.6,ユニクロ,
RWM,RWM000014302.6,磨丸座,14,15,30,2.6,生地,
9RWM,9RWM103014302.6,JIS磨丸座三価ｸﾛﾒｰﾄ,14,15,30,2.6,三価クロメート,
RWM,RWM103016322.6,JIS磨丸座三価ｸﾛﾒｰﾄ,16,17,32,2.6,三価クロメート,
RWM,RWM200016322.6,JIS磨丸座,16,17,32,2.6,生地,
RWM,RWM201016322.6,JIS磨丸座ﾄﾞﾌﾞ,16,17,32,2.6,ドブ,
RWM,RWM202016322.6,JIS磨丸座ﾕﾆｸﾛ,16,17,32,2.6,ユニクロ,
RWM,RWM203016322.6,JIS磨丸座ｸﾛﾒｰﾄ,16,17,32,2.6,クロメート,
9RWM,9RWM200016322.6,JIS磨丸座,16,17,32,2.6,生地,
9RWM,9RWM202016322.6,JIS磨丸座ﾕﾆｸﾛ,16,17,32,2.6,ユニクロ,
9RWM,9RWM203016322.6,JIS磨丸座ｸﾛﾒｰﾄ,16,17,32,2.6,クロメート,
9RWM,9RWM103016322.6,JIS磨丸座三価ｸﾛﾒｰﾄ,16,17,32,2.6,三価クロメート,
RWM,RWM000017403.2,磨丸座,17,17,40,3.2,生地,
RWM,RWM001017403.2,磨丸座ﾄﾞﾌﾞ,17,17,40,3.2,ドブ,
RWM,RWM002017403.2,磨丸座ﾕﾆｸﾛ,17,17,40,3.2,ユニクロ,
RWM,RWM003017403.2,磨丸座ｸﾛﾒｰﾄ,17,17,40,3.2,クロメート,
RWM,RWM103017403.2,磨丸座三価ｸﾛﾒｰﾄ,17,17,40,3.2,三価クロメート,
RWM,RWM000017503.2,磨丸座,17,17,50,3.2,生地,
RWM,RWM002017503.2,磨丸座ﾕﾆｸﾛ,17,17,50,3.2,ユニクロ,
RWM,RWM003017503.2,磨丸座ｸﾛﾒｰﾄ,17,17,50,3.2,クロメート,
RWM,RWM202017503.2,JIS磨丸座ﾕﾆｸﾛ,17,17,50,3.2,ユニクロ,
RWM,RWM203017503.2,JIS磨丸座ｸﾛﾒｰﾄ,17,17,50,3.2,クロメート,
RWM,RWM001017503.2,磨丸座ﾄﾞﾌﾞ,17,17,50,3.2,ドブ,
RWM,RWM103018362.6,JIS磨丸座三価ｸﾛﾒｰﾄ,18,19,36,2.6,三価クロメート,
RWM,RWM200018362.6,JIS磨丸座,18,19,36,2.6,生地,
RWM,RWM202018362.6,JIS磨丸座ﾕﾆｸﾛ,18,19,36,2.6,ユニクロ,
RWM,RWM203018362.6,JIS磨丸座ｸﾛﾒｰﾄ,18,19,36,2.6,クロメート,
9RWM,9RWM200018362.6,JIS磨丸座,18,19,36,2.6,生地,
9RWM,9RWM202018362.6,JIS磨丸座ﾕﾆｸﾛ,18,19,36,2.6,ユニクロ,
9RWM,9RWM203018362.6,JIS磨丸座ｸﾛﾒｰﾄ,18,19,36,2.6,クロメート,
RWM,RWM201018362.6,JIS磨丸座ﾄﾞﾌﾞ,18,19,36,2.6,ドブ,
RWM,RWM000020403.2,磨丸座,20,21,40,3.2,生地,
RWM,RWM003020403.2,磨丸座ｸﾛﾒｰﾄ,20,21,40,3.2,クロメート,
RWM,RWM103020403.2,JIS磨丸座三価ｸﾛﾒｰﾄ,20,21,40,3.2,三価クロメート,
RWM,RWM200020403.2,JIS磨丸座,20,21,40,3.2,生地,
RWM,RWM201020403.2,JIS磨丸座ﾄﾞﾌﾞ,20,21,40,3.2,ドブ,
RWM,RWM202020403.2,JIS磨丸座ﾕﾆｸﾛ,20,21,40,3.2,ユニクロ,
RWM,RWM203020403.2,JIS磨丸座ｸﾛﾒｰﾄ,20,21,40,3.2,クロメート,
RWM,RWM002020403.2,磨丸座ﾕﾆｸﾛ,20,21,40,3.2,ユニクロ,
9RWM,9RWM200020403.2,JIS磨丸座,20,21,40,3.2,生地,
9RWM,9RWM202020403.2,JIS磨丸座ﾕﾆｸﾛ,20,21,40,3.2,ユニクロ,
9RWM,9RWM203020403.2,JIS磨丸座ｸﾛﾒｰﾄ,20,21,40,3.2,クロメート,
9RWM,9RWM103020403.2,JIS磨丸座三価ｸﾛﾒｰﾄ,20,21,40,3.2,三価クロメート,
RWM,RWM200022,JIS磨丸座,22,23.5,44,3.2,生地,
RWM,RWM201022,JIS磨丸座ﾄﾞﾌﾞ,22,23.5,44,3.2,ドブ,
RWM,RWM202022,JIS磨丸座ﾕﾆｸﾛ,22,23.5,44,3.2,ユニクロ,
RWM,RWM203022,JIS磨丸座ｸﾛﾒｰﾄ,22,23.5,44,3.2,クロメート,
9RWM,9RWM200022,JIS磨丸座,22,23.5,44,3.2,生地,
9RWM,9RWM202022,JIS磨丸座ﾕﾆｸﾛ,22,23.5,44,3.2,ユニクロ,
9RWM,9RWM203022,JIS磨丸座ｸﾛﾒｰﾄ,22,23.5,44,3.2,クロメート,
9RWM,9RWM103022,JIS磨丸座三価ｸﾛﾒｰﾄ,22,23.5,44,3.2,三価クロメート,
9RWM,9RWM201022,JIS磨丸座ﾄﾞﾌﾞ,22,23.5,44,3.2,ドブ,
RWM,RWM000024,磨丸座,24,25.5,48,4,生地,
RWM,RWM002024,磨丸座ﾕﾆｸﾛ,24,25.5,48,4,ユニクロ,
RWM,RWM003024,磨丸座ｸﾛﾒｰﾄ,24,25.5,48,4,クロメート,
RWM,RWM200024,JIS磨丸座,24,25.5,48,4,生地,
RWM,RWM201024,JIS磨丸座ﾄﾞﾌﾞ,24,25.5,48,4,ドブ,
RWM,RWM202024,JIS磨丸座ﾕﾆｸﾛ,24,25.5,48,4,ユニクロ,
RWM,RWM203024,JIS磨丸座ｸﾛﾒｰﾄ,24,25.5,48,4,クロメート,
9RWM,9RWM200024,JIS磨丸座,24,25.5,48,4,生地,
9RWM,9RWM202024,JIS磨丸座ﾕﾆｸﾛ,24,25.5,48,4,ユニクロ,
9RWM,9RWM203024,JIS磨丸座ｸﾛﾒｰﾄ,24,25.5,48,4,クロメート,
9RWM,9RWM201024,JIS磨丸座ﾄﾞﾌﾞ,24,25.5,48,4,ドブ,
RWM,RWM000027,磨丸座,27,28.5,52,4,生地,
RWM,RWM002027,磨丸座ﾕﾆｸﾛ,27,28.5,52,4,ユニクロ,
RWM,RWM003027,磨丸座ｸﾛﾒｰﾄ,27,28.5,52,4,クロメート,
RWM,RWM103027,JIS磨丸座三価ｸﾛﾒｰﾄ,27,28.5,52,4,三価クロメート,
RWM,RWM200027,JIS磨丸座,27,28.5,52,4,生地,
RWM,RWM202027,JIS磨丸座ﾕﾆｸﾛ,27,28.5,52,4,ユニクロ,
RWM,RWM203027,JIS磨丸座ｸﾛﾒｰﾄ,27,28.5,52,4,クロメート,
9RWM,9RWM200027,JIS磨丸座,27,28.5,52,4,生地,
9RWM,9RWM202027,JIS磨丸座ﾕﾆｸﾛ,27,28.5,52,4,ユニクロ,
RWM,RWM003030,磨丸座ｸﾛﾒｰﾄ,30,31.5,58,4.5,クロメート,
RWM,RWM103030,JIS磨丸座三価ｸﾛﾒｰﾄ,30,31.5,58,4.5,三価クロメート,
RWM,RWM200030,JIS磨丸座,30,31.5,58,4.5,生地,
RWM,RWM201030,JIS磨丸座ﾄﾞﾌﾞ,30,31.5,58,4.5,ドブ,
RWM,RWM202030,JIS磨丸座ﾕﾆｸﾛ,30,31.5,58,4.5,ユニクロ,
9RWM,9RWM200030,JIS磨丸座,30,31.5,58,4.5,生地,
9RWM,9RWM202030,JIS磨丸座ﾕﾆｸﾛ,30,31.5,58,4.5,ユニクロ,
9RWM,9RWM201030,JIS磨丸座ﾄﾞﾌﾞ,30,31.5,58,4.5,ドブ,
RWM,RWM200033,JIS磨丸座,33,34.5,62,4.5,生地,
RWM,RWM202033,JIS磨丸座ﾕﾆｸﾛ,33,34.5,62,4.5,ユニクロ,
RWM,RWM203033,JIS磨丸座ｸﾛﾒｰﾄ,33,34.5,62,4.5,クロメート,
9RWM,9RWM200033,JIS磨丸座,33,34.5,62,4.5,生地,
9RWM,9RWM202033,JIS磨丸座ﾕﾆｸﾛ,33,34.5,62,4.5,ユニクロ,
RWM,RWM200036,JIS磨丸座,36,38,68,5,生地,
RWM,RWM202036,JIS磨丸座ﾕﾆｸﾛ,36,38,68,5,ユニクロ,
RWM,RWM203036,JIS磨丸座ｸﾛﾒｰﾄ,36,38,68,5,クロメート,
RWM,RWM209036,JIS磨丸座,36,38,68,5,生地,
RWM,RWM201036,JIS磨丸座ﾄﾞﾌﾞ,36,38,68,5,ドブ,
9RWM,9RWM200036,JIS磨丸座,36,38,68,5,生地,
